message,spamminess,term,word_total,spam_count,spam_auto,bigram_proportion,spam_bigrams
 aduh padahal biarin aja td ko paulus sendiri yg daftar ,1,aja ko yg,10,0,0,0.0,
 lu kudu ikut ,1,,3,0,0,0.0,
 pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya paulus ndhee rainer daddy wansen l t k lucky harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir ,0,pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir,84,1,0,1.1904761904761905,ng
 pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya paulus ndhee rainer daddy wansen l t k lucky alfons harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir ,0,pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir,85,1,0,1.1764705882352942,ng
 hebat euy si ltk belon daftar udh ada sendiri namanya dia pemaen ibl ya kayaknya wkwkwk,0,udh ada namanya ya,16,2,0,12.5,"wk, kw, ya"
 lu kudu ikut ,1,,3,0,0,0.0,
 saya ikut,1,,2,0,0,0.0,
 pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya paulus ndhee rainer daddy wansen l t k lucky alfons febby temenku harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir ,0,pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir,87,1,0,1.1494252873563218,ng
 pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya paulus ndhee rainer daddy wansen l t k lucky alfons febby temenku ko dicky harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir ,0,pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya ko harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir,89,1,0,1.1235955056179776,ng
 pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya paulus ndhee rainer daddy wansen l t k lucky alfons febby temenku ko dicky gunawan harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir ,0,pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya ko harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir,90,1,0,1.1111111111111112,ng
 pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya paulus ndhee rainer daddy wansen l t k lucky alfons febby temenku ko dicky gunawan matthew harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir ,0,pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya ko harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir,91,1,0,1.098901098901099,ng
 pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya paulus ndhee rainer daddy wansen l t k lucky alfons febby temenku ko dicky gunawan matthew anes harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir ,0,pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya ko harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir,92,1,0,1.0869565217391304,ng
 uji coba ganjil genap di tol tangerang jakarta dan jagorawi dimulai http kom ps afyyyh,0,di dan,15,2,0,13.333333333333334,"an, yy, ng"
 pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya paulus ndhee rainer daddy wansen l t k lucky alfons febby temenku ko dicky gunawan matthew anes liana jordan harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir ,0,pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya ko harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir,94,1,0,1.0638297872340425,ng
 pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya paulus ndhee rainer daddy wansen l t k lucky alfons febby temenku ko dicky gunawan matthew anes liana jordan david januar harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir ,0,pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya ko harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir,96,1,0,1.0416666666666665,ng
 puji tuhan bisa beli bolanya ,0,tuhan bisa beli,5,0,0,0.0,
 ya amplop bola ,1,ya bola,3,0,0,0.0,
 ooo ko andi nyumbang satu bola ya xie ko andi,0,ko bola ya ko,10,1,0,10.0,oo
 koko memang dermawan asikkkkkk gbu koooooo ,1,koko gbu,6,3,1,50.0,"kk, oo, ko"
 pan biasa ge bawa ngan dibawa balik deui ,0,,8,0,0,0.0,
 wkwkwkw ah si ko andi mah eiy menta sponsor si bk ko,0,ko ko,12,1,0,8.333333333333332,"wk, kw"
 ajak naek sapedah ka gor geura geus nepi titah balik deui ,0,,11,0,0,0.0,
 wkwkwkw,1,,1,1,1,100.0,"wk, kw"
 iklan di sore hari ,1,di,4,0,0,0.0,
 pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya paulus ndhee rainer daddy wansen l t k lucky alfons febby temenku ko dicky gunawan matthew anes liana jordan david januar harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir udah mereun ya kita closing aja berarti per org udunannya rp ,0,pagi siang malam teman semua ada ide dari bbrp teman di grup basket ini bagaimana kalo kita udunan beli bola basket untuk jumlah udunannya berapa nanti tergantung dari total org yg ikutan makin banyak makin murah kalo ada temen di luar grup yg mau ikutan boleh ditambahkan namanya oleh teman yg ada di grup ini pendaftaran dibuka ya ko harga bola nya rb kita impor langsung dari sumedang dibantu ntr ama bro teddydijamin asli gratis ongkir ya kita aja org udunannya,107,1,0,0.9345794392523363,ng
 horeeee selasa ini bola baru udah bisa dipake,0,ini bola baru bisa,8,1,0,12.5,ee
 thanks all ,1,thanks all,2,0,0,0.0,
 oke ,1,,1,0,0,0.0,
 just info bagi level stw jakarta nnc siapa yang tak kenal andrie wongso pria yang mendapat predikat the best motivator indonesia atau motivator nomor indonesia ini ternyata menciptakan sebuah senam bernama aw s pada th lalu senam aw s sendiri merupakan singkatan dan dari namanya andrie wongso aw sedangkan s berasal dari slogan yang diterapkan dalam senam yakni sehat semangat senang s andrie mengklaim senam aw s yang diciptakan ya ini mampu cegah osteoporosis dan pengapuran tulang berawal dari sakit lututdiceritakan andrie sekitar lalu dirinya mengalami sakit tulang lutut sakit lutut ini juga diakui andrie amat menganggu aktivitasnya sebagai motivator dan hobby main badminton kaki saya di rontgen mri sekitar lalu sakit duduk sakit berdiri sakit sampai saya berobat ke empat sampai lima dokter dan semua bilang bantalan lutut saya tipis dan harus operasi kata andrie saat ditemui nnc di sekretariat perhimpunan indonesia tionghoa inti di jakarta kamis tak percaya akan pernyataan para dokter yang menyarankan operasi andrie pun melanjutkan upaya pemeriksaan ke luar negeri beberapa negara yang dikunjunginya untuk berobat lutut adalah singapura dan malaysia namun hasilnya nihil andrie malah dinyatakan harus mengganti tempurung lututnya lihat jarum saja takut bagaimana mau operasi saya heran dulu orang kung fu dan punya tubuh sempurna kok bisa sakit ujar pria yang lebih dari tahun berkiprah sebagai motivator pengusaha sukses ini meskipun sakit andrie mengaku terus berpikir mencari jalan keluar untuk sembuhkan lututnya tanpa operasi andrie juga kerap melihat hasil rontgen mri lututnya hingga memandangi foto dirinya yang masih muda dan gagah tengah berlatih kung fu akhirnya andrie mencoba untuk membuat beberapa gerakan sederhana yang berpusat di kaki gerakan yang disertai dengan senyuman dan perasaan senang ini akhirnya membuat andrie terbebas dari sakit lututnya sehingga andrie menamai senam ciptaannya dengan aw s dokter yang dulu tangani saya heran saya sudah bilang bahwa saya sudah tak sakit lutut tanpa melalui prosedur operasi dan saya cerita ini manfaat dari lakukan senam aw s tukas andrie senam aw s mampu obati dan cegah penyakitkata andrie senam ini dapat dilakukan oleh siapa saja baik pria maupun wanita bisa juga dilakukan oleh berbagai kalangan usia mulai anak remaja hingga dewasa senam ini bisa dilakukan oleh siapa saja selama ini yang pernah ikut senam adalah anak usia tahun hingga lansia usia tahun kata andrie senam juga bisa dilakukan kapan saja baik pagi siang atau sore senam yang miliki gerakan sederhana ini juga bisa dilakukan dimana saja karena tak memerlukan tempat yang luas cukup satu petak ubin lantai saja andrie mengklaim senam model s yang ada satu satunya di dunia ini mampu mengobati dan mencegah berbagai penyakit terutama berbagai penyakit yang kerap hantui para orang usia lanjut seperti naik tangga lutut sakit berdiri lama sakit olahraga sakit hingga saraf kejepit diakui andrie kesembuhan dan pencegahan berbagai penyakit tersebut harus disertai pula dengan pola hidup sehat seperti makan waktu tidur dan olahraga teratur jadi senam ini amat bermanfaat untuk kesehatan fisik ya praktis luar biasa cukup minimal menit sehari tubuh bisa sehat dan terhindar dari byk penyakit kata andrie target andrie senam aw s di perkenalkan ke seluruh indonesia bahkan ke duniaimbuhnya ,0,yang andrie yang the best ini pada dan dari namanya andrie dari yang sehat andrie yang ya ini dan dari sakit andrie sakit sakit ini juga andrie dan di sakit sakit sakit ke dan semua dan andrie di di akan yang andrie ke luar yang untuk dan andrie bagaimana mau orang dan bisa sakit yang lebih dari tahun sukses ini sakit andrie untuk andrie juga yang dan andrie untuk yang di yang dan ini andrie dari sakit andrie yang sakit dan ini dari andrie dan andrie ini oleh bisa juga oleh anak ini bisa oleh ini yang anak tahun tahun andrie juga bisa pagi siang yang ini juga bisa yang andrie yang ada di ini dan yang orang sakit sakit sakit andrie dan sehat dan ini untuk ya luar bisa sehat dan dari andrie andrie di ke ke,511,26,0,5.088062622309197,"du, os, ng, me, be, un, an, ga, ut"
 pny rek bca brp no reknya sy trf via rek bca aja ya ,0,sy aja ya,13,0,0,0.0,
 itu mah dua dua nya buat rambut kali,0,itu nya,8,0,0,0.0,
 si icang nyari yg buat muka tea lalu dia sendiri yg masukin ke tas nya rasanya sdg yg dr stifen mah lgs masuk ke baju dan bukan ,0,yg yg ke nya yg ke dan,27,0,0,0.0,
 elu lgs kasih ke dia kan da gua asa ngak lihat barang gini mah ,0,ke,14,0,0,0.0,
 teu aya ih,0,,3,0,0,0.0,
 aya diplastik item nu aya celana dalam,0,,7,0,0,0.0,
 da,1,,1,0,0,0.0,
 teu aya ,0,,2,0,0,0.0,
 ah maneh mah geus pikun heis puguh di asupkeun ka tas sorangan,0,di,12,1,0,8.333333333333332,an
 hah tas nu mana ,0,,4,0,0,0.0,
 ga aah masuk kantong plastik item da ,0,ga,7,0,0,0.0,
 bikin apa ini dri pipa yah bikin sendiri samuel ,0,apa ini,9,0,0,0.0,
 ya,0,ya,1,0,0,0.0,
 samai mentok ke lampu,0,ke,4,0,0,0.0,
 hati hati,1,,2,0,0,0.0,
 pemandangan di apartemen bulan purnama ,0,di,5,1,0,20.0,an
 hujan gede kopo mah ,0,,4,0,0,0.0,
 amin ,1,,1,0,0,0.0,
 ngerii di eropa warganya mencari makanan di tempat sampah karena empat negara di eropa sudah krisis pangan semua sahabat yang ada di group ini harus kencangkan ikat pinggang jangan boros boros dengan uang jagalah ekonomi kalian semua harga harga kebutuhan sembilan pokok sudah harga harganya tinggi dan mahal di seluruh dunia hati hatilah sahabatku krisis ekonomi dan krisis pangan melanda di dunia khususnya eropa ,0,di di di semua yang ada di ini semua harga harga harga dan di dan di,64,11,0,17.1875,"is, us, ng, ok, an"
 nokomen,0,,1,0,0,0.0,
 https youtu be v x n g d ,0,https youtu be,8,0,0,0.0,
 ikut ikut aja ah ,0,aja,4,0,0,0.0,
 hayang ningali ya ming kita mah ngan lalajo weh ,0,ya kita,9,1,0,11.11111111111111,la
 heuheuh ,1,,1,1,1,100.0,"uh, he, eu"
 kunaon ,1,,1,0,0,0.0,
 terharu hayang ke korea,0,ke,4,0,0,0.0,
 tolong tanya dong jam berapa part nya ,0,jam berapa nya,7,0,0,0.0,
 jam ,0,jam,1,0,0,0.0,
 hoki eui samuel ,0,,3,0,0,0.0,
 naon tanpa busana,0,,3,0,0,0.0,
 dimana eta ,0,,2,0,0,0.0,
 ini ditempat yg mau party anak muda semua jd spt rumah tradisional gt,0,ini yg mau anak semua,13,0,0,0.0,
 jalan kaki dr hotel ,0,,4,0,0,0.0,
 udah mulai lagi kah,0,lagi,4,0,0,0.0,
 anak muda,0,anak,2,0,0,0.0,
 ada link utube nya ga ,0,ada nya ga,5,0,0,0.0,
 ngga,0,,1,0,0,0.0,
 beuhhhh,1,,1,1,1,100.0,hh
 jadi videocall atuh aih pengen liat,0,,6,1,0,16.666666666666664,en
 korea kawinan sehari semalam yah terus weh nyenger teu cape apa ,0,apa,11,0,0,0.0,
 ga bisa euy ga ada kuota g mah,0,ga bisa ga ada,8,0,0,0.0,
 siblingi tuh,0,,2,0,0,0.0,
 selamat enjing wilujenh pagi ada yang ulang tahun hari ini nso yuli tapi ga ada di grup kali kali ada yg mau japri alias dm alias w a alias hbd sok monggo,0,selamat pagi ada yang ulang tahun ini ga ada di grup ada yg mau,32,0,0,0.0,
 happy birthday senang n sukses selalu dan gbu ,0,happy birthday sukses selalu dan gbu,8,0,0,0.0,
 di beja tidak ada di grup ngarti teu ,0,di tidak ada di grup,8,0,0,0.0,
 titip untuk eeng ke yuliselamat ulang tahun yuli semoga panjang umur banyak rejeki dan sehat selalu gbu,0,untuk ke ulang tahun semoga panjang umur banyak dan sehat selalu gbu,17,2,0,11.76470588235294,"ti, an"
 teuing ahh ,1,,2,0,0,0.0,
 lain kamsiah hamidah saudara ku kitu atuh,0,,7,0,0,0.0,
 eeng titip buat yuli selamat ulang tahun yuli semoga panjang umur banyak rejeki dan sehat selalu gbu ,0,selamat ulang tahun semoga panjang umur banyak dan sehat selalu gbu,17,2,0,11.76470588235294,"ti, an"
 tinggi hati melemahkan hati orang yang tinggi hati mudah tersinggung gampang marah dan sakit hati mengapa sebab tinggi hati membuat hati kita rapuh semakin tinggi hati semakin lemah hati kita semakin lemah hatisemakin mudah perasaan kita terusik semakin tinggi hati semakin mudah merasa tidak dihargai semakin susah menerima kritikan dansemakin takut diremehkan semakin tinggi hatisemakin suka bersaing namunsemakin takut pada kekalahan pepatah suci mengajarkan semakin tinggi hati semakin mudah terhina sesungguhnya tidak ada yang menghina kita namun karena tinggi hati membuat kita merasa dihina tidak ada yang tidak menghormati kita namuntinggi hati membuat kita merasa tidak dihormati tinggi hati membuat kita rapuh dan terhina selamat pagi semua saudaraku berkah dhalem,0,orang yang dan sakit kita kita kita tidak pada tidak ada yang kita kita tidak ada yang tidak kita kita tidak kita dan selamat pagi semua,110,1,0,0.9090909090909091,ng
 happy birthday arthur bahagia selalu sukses senantiasa n gbu ,0,happy birthday bahagia selalu sukses gbu,9,0,0,0.0,
 hbd arthturcepat dapat pekerjaan yg sesuai dengan citacita sukses dimasa mudasukses dimasa tuagbu selamanya ,0,yg sukses,14,1,0,7.142857142857142,"ta, it, ci"
 ngak ada arthur di sn mah,0,ada di,6,0,0,0.0,
 ini gistex ada panggilan kah,0,ini ada,5,1,0,20.0,an
 selamat ulang tahun yolanda catheleen kiming handoyem binti olan happy birthday wish all the best and god bless olanda ga ada di grup tpi aya mamana ,0,selamat ulang tahun happy birthday wish all the best and god bless ga ada di grup,26,1,0,3.8461538461538463,ma
 selamat ulang tahun yolanda happy birthday wish all the best and god bless olanda ga ada di grup tpi aya mamana ,0,selamat ulang tahun happy birthday wish all the best and god bless ga ada di grup,21,1,0,4.761904761904762,ma
 oh thanks semuanya gbu too all ,0,thanks gbu all,6,0,0,0.0,
 selamat ulang tahun yolanda catheleen kiming handoyem binti olan happy birthday wish all the best and god bless olanda ga ada di grup tpi aya mamana ,0,selamat ulang tahun happy birthday wish all the best and god bless ga ada di grup,26,1,0,3.8461538461538463,ma
 selamat ulang tahun yolanda catheleen kiming handoyem binti olan happy birthday wish all the best and god bless olanda ga ada di grup tpi aya mamana ,0,selamat ulang tahun happy birthday wish all the best and god bless ga ada di grup,26,1,0,3.8461538461538463,ma
 selamat ulang tahun yolanda tuhan berkati ,0,selamat ulang tahun tuhan,6,0,0,0.0,
 selamat ulang tahun yolanda catheleen kiming handoyem binti olan happy birthday wish all the best and god bless olanda ga ada di grup tpi aya mamana ,0,selamat ulang tahun happy birthday wish all the best and god bless ga ada di grup,26,1,0,3.8461538461538463,ma
 thanks ingi yayang kakang eeng gbu too all,0,thanks gbu all,8,2,0,25.0,"ya, ka"
 selamat ulang tahun yolanda catheleen wish you all the best and god bless yolanda putri miming ,0,selamat ulang tahun wish all the best and god bless,16,1,0,6.25,mi
 trims ku piping god bless too ,0,god bless,6,1,0,16.666666666666664,pi
 makasih sweetheart na nya ,0,nya,4,0,0,0.0,
 dimana ,0,,1,0,0,0.0,
 dimana ih ,0,,2,0,0,0.0,
 dasar aih,0,,2,0,0,0.0,
 kalakuan nu nyieun kue na,0,,5,0,0,0.0,
 mempermalukan orang tua ,0,orang,3,0,0,0.0,
 bukannya udh lewat knp baru diposting skrg ,0,udh baru,7,0,0,0.0,
 poho,0,,1,0,0,0.0,
 selamat ulang tahun koko paling besarbig brother panjangumurbanyak rejekisehat selalugbu ,0,selamat ulang tahun koko,10,2,0,20.0,"an, ko"
 happy birthday piping panjang umur sehat bahagia dan sukses selalu tuhan memberkati selalu ,0,happy birthday panjang umur sehat bahagia dan sukses selalu tuhan selalu,13,2,0,15.384615384615385,"an, pi"
 selamat ulang tahun ko piping sehat selalu dan tuhan berkati ,0,selamat ulang tahun ko sehat selalu dan tuhan,10,1,0,10.0,pi
 thn yll,0,,2,0,0,0.0,
 selamat ulang tahun koko paling besarbig brother panjangumurbanyak rejekisehat selalugbu ,0,selamat ulang tahun koko,10,2,0,20.0,"an, ko"
 https vt tiktok com zsrkdeenv ,1,https,5,0,0,0.0,
 planning rencana apapun yang mau dikerjakan harus selalu diawali dengan rencana baru kerjaan kita hasilnya bagus,0,yang mau selalu baru kita,16,1,0,6.25,ap
 https youtu be lsdqyrprgto,1,https youtu be,4,0,0,0.0,
 happy birthday komet bahagia selalu sukses senantiasa ngbu ,0,happy birthday bahagia selalu sukses,8,0,0,0.0,
 selamat ulang tahun matyusukses selalu panjang umur banyak rejeki gbu ,0,selamat ulang tahun selalu panjang umur banyak gbu,10,1,0,10.0,an
 kade ah dianiaya lg,0,,4,1,0,25.0,ia
 acak adun,0,,2,0,0,0.0,
 thankyou ingii,0,,2,0,0,0.0,
 terimakasii aih,0,,2,0,0,0.0,
 selamat ulang tahun matthew tuhan berkati ,0,selamat ulang tahun tuhan,6,0,0,0.0,
 selamat ulang tahun matthew tuhan berkati ,0,selamat ulang tahun tuhan,6,0,0,0.0,
 thankyou itioh thankyou ngku eeng,0,,5,0,0,0.0,
 happy birthday wish all the best god bless u and fam ,0,happy birthday wish all the best god bless and,11,0,0,0.0,
 happy birthday eeng senang dan sukses selalu god bless you n family ,0,happy birthday dan sukses selalu god bless,12,0,0,0.0,
 selamat panjang umursehat selalubanyak rejekidan bahagiaselamat ulang tahun eengtuhan berkati selalu amin ,0,selamat panjang ulang tahun selalu,12,1,0,8.333333333333332,an
 happy birthday yo tjong engsemoga sehat dan bahagia selalu banyak rejeki banyak sukses dan banyak berkat semoga panjang umur tuhan beserta mu amin ,0,happy birthday sehat dan bahagia selalu banyak banyak sukses dan banyak semoga panjang umur tuhan,23,1,0,4.3478260869565215,an
 kenapa gua ya urang titah sakola dei ,0,ya,7,0,0,0.0,
 yah buat bisa buka apotek,0,bisa,5,0,0,0.0,
 duit nya nyieun hela,0,nya,4,0,0,0.0,
 terima kasih soudara ku yg diberkati tuhan yesus icank miming ci cucu ingi ko piping ,0,yg tuhan ko,15,3,0,20.0,"mi, pi, cu"
 nya atuh,0,nya,2,0,0,0.0,
 happg birthday aa eeng panjang umur sehat dan bahagia selalu tuhan memberkati ,0,birthday panjang umur sehat dan bahagia selalu tuhan,12,1,0,8.333333333333332,an
 selamat ulang tahun ko eeng sehat selalu dan tuhan berkati ,0,selamat ulang tahun ko sehat selalu dan tuhan,10,0,0,0.0,
 tankyou kakang yayang tuhanyesus berkati ,0,,5,2,0,40.0,"ya, ka"
 https youtu be a zmnschiu,1,https youtu be,5,0,0,0.0,
 cep cep tong cerik nyak ,0,,5,0,0,0.0,
 ini dmn bararesih,0,ini,3,1,0,33.33333333333333,ar
 teu ajak ajak urang ,0,,4,0,0,0.0,
 elu dmn cang,0,,3,0,0,0.0,
 poho,1,,1,0,0,0.0,
 diruko nan indah permai,0,,4,0,0,0.0,
 cha ra dajalan kebon jukut bandung jawa barathttps foursquare com v c a aa be d ,0,be,16,0,0,0.0,
 justin online memet online keni juga online ,0,juga,7,1,0,14.285714285714285,me
 sama siapa di charada ges rek balik kaliiii ,0,di,8,1,0,12.5,ii
 keren eta si opoh hahahahahahhaah,0,,5,1,0,20.0,"ha, ah"
 g bungkus aja,0,aja,3,0,0,0.0,
 bener semua hrsnya lantaran udh dijawab tp jwb nya sakarep bukan yg sdh diajarin ,0,semua udh nya yg,14,1,0,7.142857142857142,an
 euleuh baru ada pengiriman foto ,0,baru ada,5,1,0,20.0,eu
 kang bgmn dd udah isi belom ,0,,6,0,0,0.0,
 isi burger,0,,2,0,0,0.0,
 can lah dd mah mau karrier heula mau sklh lg ambil master,0,mau mau,12,0,0,0.0,
 oh,1,,1,0,0,0.0,
 selamat ulang tahun samuel jo panjang umur sehat pinter sayang momipopi semua yg baik baik tuhanyesus memberkati ,0,selamat ulang tahun panjang umur sehat semua yg,17,1,0,5.88235294117647,an
 selamat ulang tahun samuel jo panjang umur sehat pinter sayang momipopi semua yg baik baik tuhanyesus memberkati ,0,selamat ulang tahun panjang umur sehat semua yg,17,1,0,5.88235294117647,an
 selamat ulang tahun samuel jo panjang umur sehat pinter sayang momipopi semua yg baik baik tuhanyesus memberkati ,0,selamat ulang tahun panjang umur sehat semua yg,17,1,0,5.88235294117647,an
 terima kasih nanti ditunggu di justus lantai paskal jam yah ,0,nanti di jam,10,1,0,10.0,us
 selamat ulang tahun samuel semoga bertambah baik dalam segala hal nanti besar seperti pendeta samuel suwandi boleh wagyu ,0,selamat ulang tahun semoga nanti boleh,18,0,0,0.0,
 selamat ulang tahun samuel jo panjang umur sehat pinter sayang momipopi semua yg baik baik tuhanyesus memberkati ,0,selamat ulang tahun panjang umur sehat semua yg,17,1,0,5.88235294117647,an
 terima kasih nanti ditunggu di justus lantai paskal jam yah ,0,nanti di jam,10,1,0,10.0,us
 thn yll,0,,2,0,0,0.0,
 selamat ulang tahun samuel jo semoga panjang umur sehat pinter sayang momipopi sukses menjadi orang besar tuhan berkati ,0,selamat ulang tahun semoga panjang umur sehat sukses orang tuhan,18,1,0,5.555555555555555,an
 koping bareng sama memet aja ke justus nya ya hehehe motor masih dipake gua soal,0,aja ke nya ya,15,3,0,20.0,"us, me, he, eh"
 koping yuhuuuuu,1,,2,1,1,50.0,uu
 sama keni dan justin dan metiu ke justus ya gua otw dri pandu nih aihhh kamana,0,dan dan ke ya,16,2,0,12.5,"us, hh"
 nya,1,nya,1,0,0,0.0,
 pang bookingin cang macet eui muter deui,0,,7,1,0,14.285714285714285,in
